Battery History (2% used, 106KB used of 4096KB, 119 strings using 7398):
                    0 (14) RESET:TIME: 2025-08-23-03-26-39
      #134: +1m9s119ms to 94 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #135: +1m14s791ms to 93 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #136: +1m14s995ms to 92 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #137: +1m14s212ms to 91 (screen-off, device-idle-off, network-data-nr)
      #138: +1m8s869ms to 90 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #139: +1m14s986ms to 89 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #140: +1m15s26ms to 88 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #141: +1m13s991ms to 87 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #142: +1m15s0ms to 86 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #143: +1m15s23ms to 85 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #144: +1m9s123ms to 84 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #145: +1m14s745ms to 83 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #146: +1m15s8ms to 82 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #147: +1h49m33s119ms to 81 (power-save-on, device-idle-off, network-data-nr)
      #148: +35s72ms to 80 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #149: +40s959ms to 79 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #150: +35s83ms to 78 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #151: +39s927ms to 77 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #152: +32s0ms to 76 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #153: +30s976ms to 75 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #154: +29s950ms to 74 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #155: +25s88ms to 73 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #156: +30s977ms to 72 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #157: +25s83ms to 71 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #158: +29s959ms to 70 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #159: +19s967ms to 69 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #160: +30s983ms to 68 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #161: +19s964ms to 67 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #162: +19s965ms to 66 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #163: +20s224ms to 65 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #164: +25s853ms to 64 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #165: +19s971ms to 63 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #166: +25s83ms to 62 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #167: +19s972ms to 61 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #168: +15s868ms to 60 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #169: +20s225ms to 59 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #170: +19s971ms to 58 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #171: +14s849ms to 57 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #172: +19s968ms to 56 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #173: +20s993ms to 55 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #174: +15s102ms to 54 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #175: +19s963ms to 53 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #176: +19s972ms to 52 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #177: +19s968ms to 51 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #178: +15s102ms to 50 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #179: +30s972ms to 49 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #180: +25s94ms to 48 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #181: +29s952ms to 47 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #182: +25s972ms to 46 (power-save-on, device-idle-off, network-data-nr)
      #183: +30s91ms to 45 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #184: +39s928ms to 44 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #185: +40s956ms to 43 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #186: +35s92ms to 42 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #187: +29s948ms to 41 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #188: +30s982ms to 40 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #189: +29s953ms to 39 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #190: +30s194ms to 38 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #191: +30s976ms to 37 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #192: +29s967ms to 36 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #193: +29s937ms to 35 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #194: +30s981ms to 34 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #195: +29s948ms to 33 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #196: +29s949ms to 32 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #197: +26s115ms to 31 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #198: +29s953ms to 30 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #199: +35s73ms to 29 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #200: +30s988ms to 28 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #201: +29s945ms to 27 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #202: +29s950ms to 26 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #203: +30s976ms to 25 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #204: +30s204ms to 24 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #205: +29s956ms to 23 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #206: +29s961ms to 22 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #207: +30s972ms to 21 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #208: +29s954ms to 20 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #209: +35s57ms to 19 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #210: +30s985ms to 18 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #211: +19s953ms to 17 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #212: +19s978ms to 16 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #213: +20s217ms to 15 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #214: +15s884ms to 14 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #215: +20s989ms to 13 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #216: +16s130ms to 12 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #217: +19s974ms to 11 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #218: +14s849ms to 10 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #219: +9s984ms to 9 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #220: +15s99ms to 8 (screen-on, power-save-on, device-idle-off, network-data-nr)
      #221: +19s973ms to 7 (screen-on, power-save-on, device-idle-off, network-data-nr)
        Charge total time: 9h 54m 19s 800ms  (from 222 steps)
        Charge screen off time: 1h 18m 21s 500ms  (from 85 steps)
        Charge screen off power save time: 43m 41s 0ms  (from 88 steps)
        Charge screen on power save time: 1d 14h 3m 44s 300ms  (from 42 steps)
    Package changes:
      Update com.supercell.clashofclans vers=170360029
      Update com.supercell.clashofclans vers=170360029
      Update com.google.android.dialer vers=18948788
      Update com.google.android.dialer vers=18948788
  Daily from 2025-08-20-01-18-03 to 2025-08-21-02-14-43:
    Discharge step durations:
      #0: +3m26s830ms to 9 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #1: +2m51s10ms to 10 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #2: +3m37s109ms to 11 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #3: +3m30s927ms to 12 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #4: +2m34s124ms to 13 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #5: +2m30s769ms to 14 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #6: +2m40s2ms to 15 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #7: +2m40s10ms to 16 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #8: +2m50s980ms to 17 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #9: +2m40s31ms to 18 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #10: +2m7s970ms to 19 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #11: +2m42s54ms to 21 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #12: +2m5s962ms to 22 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #13: +2m40s3ms to 23 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #14: +2m50s221ms to 24 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #15: +2m39s991ms to 25 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #16: +2m29s770ms to 26 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #17: +2m33s105ms to 27 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #18: +2m25s141ms to 28 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #19: +2m40s4ms to 29 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #20: +2m40s2ms to 30 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #21: +2m38s956ms to 31 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #22: +2m19s805ms to 32 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #23: +2m39s983ms to 33 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #24: +2m39s999ms to 34 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #25: +2m29s235ms to 35 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #26: +2m40s11ms to 36 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #27: +2m29s752ms to 37 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #28: +2m50s245ms to 38 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #29: +2m40s763ms to 39 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #30: +2m39s253ms to 40 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #31: +3m11s979ms to 41 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #32: +3m1s763ms to 42 (screen-on, device-idle-off, network-data-nr)
      #33: +36m28s483ms to 4 (screen-off, network-data-nr)
      #34: +11m6s326ms to 5 (power-save-off, device-idle-off, network-data-nr)
      #35: +14m45s104ms to 6 (power-save-off, device-idle-off, network-data-nr)
      #36: +3m13s20ms to 7 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #37: +3m7s895ms to 8 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #38: +3m41s959ms to 9 (power-save-off, device-idle-off, network-data-nr)
      #39: +3m8s928ms to 10 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #40: +12m7s181ms to 11 (power-save-off, device-idle-off, network-data-nr)
      #41: +13m8s205ms to 12 (power-save-off, device-idle-off, network-data-nr)
      #42: +3m7s611ms to 13 (power-save-off, device-idle-off, network-data-nr)
      #43: +2m30s2ms to 14 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #44: +2m29s784ms to 15 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #45: +2m39s995ms to 16 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #46: +2m50s225ms to 17 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #47: +2m40s15ms to 18 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #48: +2m40s0ms to 19 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #49: +2m50s735ms to 20 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #50: +2m51s17ms to 21 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #51: +2m53s65ms to 22 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #52: +2m37s174ms to 23 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #53: +3m1s758ms to 24 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #54: +2m50s239ms to 25 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #55: +2m50s769ms to 26 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #56: +2m39s971ms to 27 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #57: +2m51s32ms to 28 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #58: +2m50s227ms to 29 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #59: +2m51s760ms to 30 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #60: +2m49s987ms to 31 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #61: +2m40s4ms to 32 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #62: +3m1s6ms to 33 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #63: +3m13s20ms to 34 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #64: +5m15s66ms to 35 (power-save-off, device-idle-off, network-data-nr)
      #65: +3m43s989ms to 36 (power-save-off, device-idle-off, network-data-nr)
      #66: +3m55s36ms to 37 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #67: +4m9s683ms to 38 (power-save-off, device-idle-off, network-data-nr)
      #68: +4m10s113ms to 39 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #69: +6m40s702ms to 40 (power-save-off, device-idle-off, network-data-nr)
      #70: +4m48s12ms to 41 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #71: +6m45s742ms to 42 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #72: +4m47s989ms to 43 (screen-on, power-save-off, device-idle-off)
      #73: +4m17s152ms to 44 (power-save-off, device-idle-off, network-data-rest)
      #74: +3m15s846ms to 45 (screen-on, power-save-off, device-idle-off)
      #75: +6m21s8ms to 46 (power-save-off, device-idle-off, network-data-nr)
      #76: +5m9s499ms to 47 (power-save-off, device-idle-off, network-data-nr)
      #77: +3m55s3ms to 48 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #78: +3m17s140ms to 49 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #79: +5m3s852ms to 50 (power-save-off, device-idle-off)
      #80: +6m13s259ms to 51 (power-save-off, device-idle-off, network-data-nr)
      #81: +5m20s9ms to 52 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #82: +5m41s771ms to 53 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #83: +4m15s984ms to 54 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #84: +4m49s24ms to 55 (power-save-off, device-idle-off, network-data-nr)
      #85: +4m57s219ms to 56 (power-save-off, device-idle-off)
      #86: +4m17s775ms to 57 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #87: +4m4s2ms to 58 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #88: +4m16s6ms to 59 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #89: +5m8s983ms to 60 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #90: +4m15s956ms to 61 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #91: +8m32s40ms to 62 (power-save-off, device-idle-off, network-data-nr)
      #92: +4m6s12ms to 63 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #93: +6m1s983ms to 64 (power-save-off, device-idle-off, network-data-nr)
      #94: +8m0s2ms to 65 (power-save-off, device-idle-off, network-data-nr)
      #95: +4m51s968ms to 66 (power-save-off, device-idle-off, network-data-nr)
      #96: +8m50s350ms to 67 (power-save-off, device-idle-off, network-data-nr)
      #97: +5m23s112ms to 68 (power-save-off, device-idle-off, network-data-nr)
      #98: +4m50s807ms to 69 (power-save-off, device-idle-off, network-data-nr)
      #99: +4m45s194ms to 70 (power-save-off, device-idle-off, network-data-nr)
      #100: +6m34s744ms to 71 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #101: +4m48s8ms to 72 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #102: +4m45s146ms to 73 (power-save-off, device-idle-off, network-data-nr)
      #103: +6m5s607ms to 74 (power-save-off, device-idle-off, network-data-nr)
      #104: +4m34s968ms to 75 (power-save-off, device-idle-off, network-data-nr)
      #105: +4m4s965ms to 76 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #106: +5m18s660ms to 77 (power-save-off, device-idle-off, network-data-nr)
      #107: +5m28s906ms to 78 (power-save-off, device-idle-off, network-data-nr)
      #108: +6m24s17ms to 79 (power-save-off, device-idle-off, network-data-nr)
      #109: +6m13s233ms to 80 (power-save-off, device-idle-off, network-data-nr)
      #110: +9m21s103ms to 81 (power-save-off, device-idle-off, network-data-nr)
      #111: +5m35s316ms to 82 (power-save-off, device-idle-off)
      #112: +3m54s237ms to 72 (screen-on, power-save-off, device-idle-off)
      #113: +5m39s960ms to 73 (power-save-off, device-idle-off)
      #114: +8m25s875ms to 74 (power-save-off, device-idle-off)
      #115: +5m41s236ms to 75 (screen-on, power-save-off, device-idle-off)
      #116: +6m34s714ms to 76 (screen-on, power-save-off, device-idle-off, network-data-rest)
      #117: +5m3s140ms to 77 (screen-on, power-save-off, device-idle-off, network-data-rest)
      #118: +6m44s938ms to 78 (power-save-off, network-data-rest)
      #119: +16m34s585ms to 79 (power-save-off, network-data-rest)
      #120: +4m59s50ms to 80 (screen-on, power-save-off, device-idle-off)
      #121: +4m5s12ms to 81 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #122: +17m43s225ms to 82 (power-save-off)
      #123: +12m21s34ms to 83 (power-save-off, network-data-rest)
      #124: +4m37s768ms to 84 (screen-on, power-save-off, device-idle-off, network-data-rest)
      #125: +4m4s976ms to 85 (screen-on, power-save-off, device-idle-off)
      #126: +10m31s241ms to 86 (power-save-off)
      #127: +6m44s992ms to 87 (screen-on, power-save-off, device-idle-off, network-data-rest)
      #128: +8m49s525ms to 73 (power-save-off, device-idle-off, network-data-rest)
      #129: +14m30s436ms to 74 (power-save-off, device-idle-off, network-data-rest)
      #130: +9m19s635ms to 75 (power-save-off, device-idle-off)
      #131: +3m54s771ms to 76 (power-save-off, device-idle-off, network-data-nr)
      #132: +4m50s56ms to 77 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #133: +3m41s924ms to 78 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #134: +4m22s829ms to 79 (power-save-off, device-idle-off, network-data-nr)
      #135: +4m22s271ms to 80 (power-save-off, device-idle-off, network-data-nr)
      #136: +4m16s12ms to 81 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #137: +4m5s240ms to 82 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #138: +4m10s902ms to 83 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #139: +4m2s925ms to 84 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #140: +3m40s911ms to 85 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #141: +4m37s255ms to 86 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #142: +4m5s727ms to 87 (power-save-off, device-idle-off)
      #143: +3m50s188ms to 88 (power-save-off, device-idle-off, network-data-nr)
      #144: +9m50s500ms to 89 (power-save-off, network-data-nr)
      #145: +8m7s93ms to 90 (power-save-off)
      #146: +4m38s18ms to 91 (screen-on, power-save-off, device-idle-off, network-wifi)
      #147: +3m26s82ms to 92 (screen-on, power-save-off, device-idle-off, network-wifi)
      #148: +3m1s995ms to 93 (screen-on, power-save-off, device-idle-off)
      #149: +26m59s932ms to 94 (power-save-off, network-data-nr)
      #150: +39m23s540ms to 95 (power-save-off, network-data-nr)
      #151: +1h10m34s278ms to 96 (power-save-off, network-data-nr)
      #152: +1h38m27s807ms to 97 (power-save-off, device-idle-on)
      #153: +2h22m26s453ms to 98 (screen-off, power-save-off, device-idle-on)
        Discharge total time: 12h 9m 18s 700ms  (from 154 steps)
        Discharge screen off time: 9d 21h 24m 5s 300ms  (from 1 steps)
        Discharge screen off device idle time: 9d 21h 24m 5s 300ms  (from 1 steps)
        Discharge screen on time: 5h 50m 55s 300ms  (from 96 steps)
    Charge step durations:
      #0: +1h3m40s44ms to 22 (screen-on, power-save-off, device-idle-off, network-data-nr)
      #1: +19s963ms to 44 (power-save-on, device-idle-off, network-data-nr)
      #2: +19s968ms to 43 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #3: +15s872ms to 42 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #4: +20s226ms to 41 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #5: +14s861ms to 40 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #6: +15s96ms to 39 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #7: +14s852ms to 38 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #8: +15s109ms to 37 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #9: +15s870ms to 36 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #10: +16s126ms to 35 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #11: +15s869ms to 34 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #12: +15s111ms to 33 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #13: +15s88ms to 32 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #14: +14s851ms to 31 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #15: +15s106ms to 30 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #16: +19s968ms to 29 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #17: +15s871ms to 28 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #18: +16s128ms to 27 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #19: +9s985ms to 26 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #20: +21s1ms to 25 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #21: +15s94ms to 24 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #22: +14s847ms to 23 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #23: +15s106ms to 22 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #24: +14s843ms to 21 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #25: +15s105ms to 20 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #26: +16s895ms to 19 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #27: +15s113ms to 18 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #28: +16s887ms to 17 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #29: +15s105ms to 16 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #30: +16s132ms to 15 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #31: +14s847ms to 14 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #32: +15s105ms to 13 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #33: +14s848ms to 12 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #34: +15s103ms to 11 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #35: +15s104ms to 10 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #36: +15s872ms to 9 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #37: +15s104ms to 8 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #38: +20s328ms to 7 (screen-off, power-save-on, device-idle-off, network-data-nr)
      #39: +14s969ms to 6 (power-save-on, device-idle-off, network-data-nr)
      #40: +7h20m34s880ms to 5 (power-save-on, device-idle-off, network-data-nr)
      #41: +5m19s984ms to 84 (power-save-off, device-idle-off, network-data-rest)
      #42: +8m16s948ms to 83 (power-save-off, device-idle-off, network-data-rest)
      #43: +5m30s227ms to 82 (power-save-off, device-idle-off, network-data-rest)
      #44: +11m22s744ms to 81 (power-save-off, device-idle-off, network-data-rest)
      #45: +5m19s222ms to 80 (screen-off, power-save-off, device-idle-off, network-data-rest)
      #46: +5m10s6ms to 79 (screen-off, power-save-off, device-idle-off, network-data-rest)
      #47: +9m8s896ms to 78 (power-save-off, device-idle-off, network-data-rest)
      #48: +5m31s8ms to 77 (screen-off, power-save-off, device-idle-off, network-data-rest)
      #49: +11m38s898ms to 76 (power-save-off, device-idle-off)
      #50: +7m33s104ms to 75 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #51: +8m26s847ms to 74 (power-save-off, device-idle-off, network-data-nr)
      #52: +2h22m16s57ms to 73 (power-save-off, device-idle-off, network-data-nr)
      #53: +5m20s34ms to 89 (screen-off, power-save-off, device-idle-off, network-data-rest)
      #54: +8m20s970ms to 88 (power-save-off, device-idle-off, network-data-rest)
      #55: +5m9s272ms to 87 (screen-off, power-save-off, device-idle-off, network-data-rest)
      #56: +5m56s812ms to 86 (screen-off, power-save-off, device-idle-off)
      #57: +8m16s947ms to 85 (power-save-off, device-idle-off, network-data-nr)
      #58: +6m44s979ms to 84 (power-save-off, device-idle-off)
      #59: +6m18s85ms to 83 (power-save-off, device-idle-off, network-data-rest)
      #60: +6m35s30ms to 82 (power-save-off, device-idle-off, network-data-rest)
      #61: +5m57s869ms to 81 (power-save-off, device-idle-off, network-data-rest)
      #62: +5m20s23ms to 80 (power-save-off, device-idle-off, network-data-rest)
      #63: +5m20s3ms to 79 (screen-off, power-save-off, device-idle-off, network-data-rest)
      #64: +8m10s225ms to 78 (power-save-off, device-idle-off, network-data-rest)
      #65: +14m2s733ms to 77 (power-save-off, device-idle-off)
      #66: +9m36s67ms to 76 (power-save-off, device-idle-off, network-data-nr)
      #67: +13m9s220ms to 75 (power-save-off, device-idle-off, network-data-nr)
      #68: +9h25m46s187ms to 74 (screen-on, power-save-off, device-idle-off)
      #69: +1m41s115ms to 100 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #70: +1m35s997ms to 99 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #71: +1m35s998ms to 98 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #72: +1m30s880ms to 97 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #73: +1m41s111ms to 96 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #74: +1m30s882ms to 95 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #75: +1m35s993ms to 94 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #76: +1m30s118ms to 93 (power-save-off, device-idle-off, network-data-nr)
      #77: +1m31s140ms to 92 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #78: +1m40s911ms to 91 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #79: +50s932ms to 90 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #80: +50s952ms to 89 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #81: +50s180ms to 88 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #82: +56s76ms to 87 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #83: +54s769ms to 86 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #84: +46s84ms to 85 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #85: +35s73ms to 84 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #86: +39s935ms to 83 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #87: +37s884ms to 82 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #88: +42s243ms to 81 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #89: +39s933ms to 80 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #90: +35s75ms to 79 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #91: +30s980ms to 78 (screen-off, power-save-off, device-idle-off, network-data-nr)
      #92: +24s823ms to 77 (screen-off, power-save-off, device-idle-off, network-data-nr)
